"Ticket";"Symbol";"Type";"Open time";"Open price";"Size";"Close time";"Close price";"Profit/Loss";"Balance";"Sample type";"Close type";"MAE ($)";"MFE ($)";"Time in trade";"Comment"
"175";"USDJPY_M1";"Buy";"2014.11.10 02:00:00";"114.243";"0.10000";"2014.11.10 07:00:00";"113.893";"-35.00";"10358.50";"IST";"SL";"-35.00";"5.20";"5h 0m";""
"176";"USDJPY_M1";"Buy";"2014.11.10 08:00:00";"114.025";"0.10000";"2014.11.11 07:00:00";"115.825";"180.00";"10538.50";"IST";"PT";"-8.50";"180.00";"23h 0m";""
"177";"USDJPY_M1";"Sell";"2014.11.11 15:00:00";"115.686";"0.10000";"2014.11.14 00:00:00";"116.036";"-35.00";"10503.50";"IST";"SL";"-35.00";"78.10";"2d 9h 0m";""
"178";"USDJPY_M1";"Sell";"2014.11.14 04:00:00";"116.039";"0.10000";"2014.11.14 07:00:00";"116.389";"-35.00";"10468.50";"IST";"SL";"-35.00";"8.90";"3h 0m";""
"179";"USDJPY_M1";"Sell";"2014.11.14 09:00:00";"116.290";"0.10000";"2014.11.14 13:00:00";"116.640";"-35.00";"10433.50";"IST";"SL";"-35.00";"0.00";"4h 0m";""
"180";"USDJPY_M1";"Sell";"2014.11.14 18:00:00";"116.337";"0.10000";"2014.11.14 21:00:00";"116.303";"3.40";"10436.90";"IST";"End Of Friday (Time)";"-2.70";"23.90";"3h 0m";""
"181";"USDJPY_M1";"Sell";"2014.11.16 22:00:00";"116.451";"0.10000";"2014.11.16 23:00:00";"116.801";"-35.00";"10401.90";"IST";"SL";"-35.00";"8.20";"1h 0m";""
"182";"USDJPY_M1";"Sell";"2014.11.17 03:00:00";"115.777";"0.10000";"2014.11.17 08:00:00";"116.127";"-35.00";"10366.90";"IST";"SL";"-35.00";"29.80";"5h 0m";""
"183";"USDJPY_M1";"Buy";"2014.11.17 12:00:00";"116.341";"0.10000";"2014.11.19 22:00:00";"118.141";"180.00";"10546.90";"IST";"PT";"-25.60";"180.00";"2d 10h 0m";""
"184";"USDJPY_M1";"Sell";"2014.11.20 04:00:00";"118.357";"0.10000";"2014.11.20 05:00:00";"118.707";"-35.00";"10511.90";"IST";"SL";"-35.00";"0.40";"1h 0m";""
"185";"USDJPY_M1";"Sell";"2014.11.20 10:00:00";"118.472";"0.10000";"2014.11.21 21:00:00";"117.741";"73.10";"10585.00";"IST";"End Of Friday (Time)";"0.00";"109.70";"1d 11h 0m";""
"186";"USDJPY_M1";"Sell";"2014.11.24 19:00:00";"118.321";"0.10000";"2014.11.28 15:00:00";"118.671";"-35.00";"10550.00";"IST";"SL";"-35.00";"106.40";"3d 20h 0m";""
"187";"USDJPY_M1";"Sell";"2014.12.01 00:00:00";"118.850";"0.10000";"2014.12.02 12:00:00";"119.200";"-35.00";"10515.00";"IST";"SL";"-35.00";"97.00";"1d 12h 0m";""
"188";"USDJPY_M1";"Sell";"2014.12.02 18:00:00";"119.223";"0.10000";"2014.12.03 14:00:00";"119.573";"-35.00";"10480.00";"IST";"SL";"-35.00";"7.50";"20h 0m";""
"189";"USDJPY_M1";"Sell";"2014.12.03 15:00:00";"119.675";"0.10000";"2014.12.04 14:00:00";"120.025";"-35.00";"10445.00";"IST";"SL";"-35.00";"5.40";"23h 0m";""
"190";"USDJPY_M1";"Sell";"2014.12.04 16:00:00";"119.718";"0.10000";"2014.12.05 04:00:00";"120.068";"-35.00";"10410.00";"IST";"SL";"-35.00";"36.00";"12h 0m";""
"191";"USDJPY_M1";"Buy";"2014.12.05 16:00:00";"121.426";"0.10000";"2014.12.05 21:00:00";"121.437";"1.10";"10411.10";"IST";"End Of Friday (Time)";"-14.30";"13.90";"5h 0m";""
"192";"USDJPY_M1";"Sell";"2014.12.07 22:00:00";"121.590";"0.10000";"2014.12.09 06:00:00";"119.790";"180.00";"10591.10";"IST";"PT";"-27.30";"180.00";"1d 8h 0m";""
"193";"USDJPY_M1";"Buy";"2014.12.09 12:00:00";"120.093";"0.10000";"2014.12.09 12:00:00";"119.743";"-35.00";"10556.10";"IST";"SL";"-35.00";"0.00";"0s";""
"194";"USDJPY_M1";"Buy";"2014.12.09 13:00:00";"119.703";"0.10000";"2014.12.09 14:00:00";"119.353";"-35.00";"10521.10";"IST";"SL";"-35.00";"4.60";"1h 0m";""
"195";"USDJPY_M1";"Buy";"2014.12.09 20:00:00";"119.494";"0.10000";"2014.12.10 04:00:00";"119.144";"-35.00";"10486.10";"IST";"SL";"-35.00";"42.10";"8h 0m";""
"196";"USDJPY_M1";"Buy";"2014.12.10 09:00:00";"119.157";"0.10000";"2014.12.10 13:00:00";"118.807";"-35.00";"10451.10";"IST";"SL";"-35.00";"24.90";"4h 0m";""
"197";"USDJPY_M1";"Buy";"2014.12.11 01:00:00";"117.641";"0.10000";"2014.12.11 16:00:00";"119.441";"180.00";"10631.10";"IST";"PT";"0.00";"180.00";"15h 0m";""
"198";"USDJPY_M1";"Sell";"2014.12.11 22:00:00";"118.639";"0.10000";"2014.12.11 23:00:00";"118.989";"-35.00";"10596.10";"IST";"SL";"-35.00";"0.00";"1h 0m";""
"199";"USDJPY_M1";"Sell";"2014.12.12 01:00:00";"118.916";"0.10000";"2014.12.12 21:00:00";"118.669";"24.70";"10620.80";"IST";"End Of Friday (Time)";"-31.00";"84.60";"20h 0m";""
"200";"USDJPY_M1";"Buy";"2014.12.15 03:00:00";"118.763";"0.10000";"2014.12.15 06:00:00";"118.413";"-35.00";"10585.80";"IST";"SL";"-35.00";"0.70";"3h 0m";""
"201";"USDJPY_M1";"Sell";"2014.12.15 16:00:00";"118.386";"0.10000";"2014.12.16 08:00:00";"116.586";"180.00";"10765.80";"IST";"PT";"0.00";"180.00";"16h 0m";""
"202";"USDJPY_M1";"Buy";"2014.12.16 09:00:00";"116.715";"0.10000";"2014.12.16 09:00:00";"116.365";"-35.00";"10730.80";"IST";"SL";"-35.00";"1.00";"0s";""
"203";"USDJPY_M1";"Buy";"2014.12.16 10:00:00";"116.542";"0.10000";"2014.12.16 11:00:00";"116.192";"-35.00";"10695.80";"IST";"SL";"-35.00";"29.60";"1h 0m";""
"204";"USDJPY_M1";"Buy";"2014.12.16 13:00:00";"115.883";"0.10000";"2014.12.16 16:00:00";"117.683";"180.00";"10875.80";"IST";"PT";"-2.00";"180.00";"3h 0m";""
"205";"USDJPY_M1";"Buy";"2014.12.16 17:00:00";"117.313";"0.10000";"2014.12.16 20:00:00";"116.963";"-35.00";"10840.80";"IST";"SL";"-35.00";"15.70";"3h 0m";""
"206";"USDJPY_M1";"Buy";"2014.12.16 21:00:00";"116.645";"0.10000";"2014.12.16 21:00:00";"116.295";"-35.00";"10805.80";"IST";"SL";"-35.00";"7.20";"0s";""
"207";"USDJPY_M1";"Buy";"2014.12.16 22:00:00";"116.422";"0.10000";"2014.12.17 19:00:00";"118.222";"180.00";"10985.80";"IST";"PT";"0.00";"180.00";"21h 0m";""
"208";"USDJPY_M1";"Sell";"2014.12.18 03:00:00";"118.579";"0.10000";"2014.12.18 07:00:00";"118.929";"-35.00";"10950.80";"IST";"SL";"-35.00";"21.30";"4h 0m";""
"209";"USDJPY_M1";"Sell";"2014.12.18 08:00:00";"118.688";"0.10000";"2014.12.18 13:00:00";"119.038";"-35.00";"10915.80";"IST";"SL";"-35.00";"40.90";"5h 0m";""
"210";"USDJPY_M1";"Sell";"2014.12.18 14:00:00";"119.236";"0.10000";"2014.12.19 16:00:00";"119.586";"-35.00";"10880.80";"IST";"SL";"-35.00";"63.90";"1d 2h 0m";""
"211";"USDJPY_M1";"Sell";"2014.12.19 17:00:00";"119.573";"0.10000";"2014.12.19 21:00:00";"119.555";"1.80";"10882.60";"IST";"End Of Friday (Time)";"-4.00";"10.50";"4h 0m";""
"212";"USDJPY_M1";"Sell";"2014.12.21 23:00:00";"119.525";"0.10000";"2014.12.22 08:00:00";"119.875";"-35.00";"10847.60";"IST";"SL";"-35.00";"19.30";"9h 0m";""
"213";"USDJPY_M1";"Sell";"2014.12.22 14:00:00";"119.926";"0.10000";"2014.12.23 13:00:00";"120.276";"-35.00";"10812.60";"IST";"SL";"-35.00";"7.20";"23h 0m";""
"214";"USDJPY_M1";"Sell";"2014.12.23 20:00:00";"120.730";"0.10000";"2014.12.26 21:00:00";"120.411";"31.90";"10844.50";"IST";"End Of Friday (Time)";"-11.60";"71.50";"3d 1h 0m";""
"215";"USDJPY_M1";"Sell";"2014.12.29 01:00:00";"120.485";"0.10000";"2015.01.02 21:00:00";"120.491";"-0.60";"10843.90";"IST";"End Of Friday (Time)";"-27.60";"160.20";"4d 20h 0m";""
"216";"USDJPY_M1";"Sell";"2015.01.04 22:00:00";"120.499";"0.10000";"2015.01.06 06:00:00";"118.699";"180.00";"11023.90";"IST";"PT";"-16.60";"180.00";"1d 8h 0m";""
"217";"USDJPY_M1";"Buy";"2015.01.06 07:00:00";"118.816";"0.10000";"2015.01.06 16:00:00";"118.466";"-35.00";"10988.90";"IST";"SL";"-35.00";"57.50";"9h 0m";""
"218";"USDJPY_M1";"Buy";"2015.01.06 22:00:00";"118.404";"0.10000";"2015.01.09 21:00:00";"118.556";"15.20";"11004.10";"IST";"End Of Friday (Time)";"-2.00";"155.90";"2d 23h 0m";""
"219";"USDJPY_M1";"Buy";"2015.01.12 03:00:00";"118.413";"0.10000";"2015.01.13 00:00:00";"118.063";"-35.00";"10969.10";"IST";"SL";"-35.00";"90.50";"21h 0m";""
"220";"USDJPY_M1";"Sell";"2015.01.13 03:00:00";"117.963";"0.10000";"2015.01.13 04:00:00";"118.313";"-35.00";"10934.10";"IST";"SL";"-35.00";"13.20";"1h 0m";""
"221";"USDJPY_M1";"Buy";"2015.01.13 06:00:00";"118.697";"0.10000";"2015.01.13 07:00:00";"118.347";"-35.00";"10899.10";"IST";"SL";"-35.00";"15.20";"1h 0m";""
"222";"USDJPY_M1";"Buy";"2015.01.13 08:00:00";"118.262";"0.10000";"2015.01.13 17:00:00";"117.912";"-35.00";"10864.10";"IST";"SL";"-35.00";"50.70";"9h 0m";""
"223";"USDJPY_M1";"Buy";"2015.01.14 10:00:00";"117.035";"0.10000";"2015.01.14 13:00:00";"116.685";"-35.00";"10829.10";"IST";"SL";"-35.00";"13.20";"3h 0m";""
"224";"USDJPY_M1";"Buy";"2015.01.14 14:00:00";"116.339";"0.10000";"2015.01.15 22:00:00";"115.989";"-35.00";"10794.10";"IST";"SL";"-35.00";"160.30";"1d 8h 0m";""
"225";"USDJPY_M1";"Buy";"2015.01.16 03:00:00";"115.997";"0.10000";"2015.01.16 21:00:00";"117.604";"160.70";"10954.80";"IST";"End Of Friday (Time)";"-2.00";"176.50";"18h 0m";""
"226";"USDJPY_M1";"Sell";"2015.01.19 00:00:00";"117.593";"0.10000";"2015.01.20 00:00:00";"117.943";"-35.00";"10919.80";"IST";"SL";"-35.00";"65.20";"1d 0h 0m";""
"227";"USDJPY_M1";"Sell";"2015.01.20 10:00:00";"118.282";"0.10000";"2015.01.20 11:00:00";"118.632";"-35.00";"10884.80";"IST";"SL";"-35.00";"0.40";"1h 0m";""
"228";"USDJPY_M1";"Sell";"2015.01.20 12:00:00";"118.686";"0.10000";"2015.01.23 21:00:00";"117.831";"85.50";"10970.30";"IST";"End Of Friday (Time)";"-20.10";"148.30";"3d 9h 0m";""
"229";"USDJPY_M1";"Buy";"2015.01.26 03:00:00";"117.639";"0.10000";"2015.01.28 20:00:00";"117.289";"-35.00";"10935.30";"IST";"SL";"-35.00";"102.00";"2d 17h 0m";""
"230";"USDJPY_M1";"Sell";"2015.01.28 22:00:00";"117.523";"0.10000";"2015.01.29 02:00:00";"117.873";"-35.00";"10900.30";"IST";"SL";"-35.00";"12.20";"4h 0m";""
"231";"USDJPY_M1";"Buy";"2015.01.29 03:00:00";"118.023";"0.10000";"2015.01.29 05:00:00";"117.673";"-35.00";"10865.30";"IST";"SL";"-35.00";"0.00";"2h 0m";""
"232";"USDJPY_M1";"Sell";"2015.01.29 08:00:00";"117.706";"0.10000";"2015.01.29 12:00:00";"118.056";"-35.00";"10830.30";"IST";"SL";"-35.00";"0.00";"4h 0m";""
"233";"USDJPY_M1";"Buy";"2015.01.29 16:00:00";"118.083";"0.10000";"2015.01.30 08:00:00";"117.733";"-35.00";"10795.30";"IST";"SL";"-35.00";"40.60";"16h 0m";""
"234";"USDJPY_M1";"Buy";"2015.01.30 17:00:00";"117.470";"0.10000";"2015.01.30 21:00:00";"117.412";"-5.80";"10789.50";"IST";"End Of Friday (Time)";"-12.50";"18.90";"4h 0m";""
"235";"USDJPY_M1";"Buy";"2015.02.01 22:00:00";"116.950";"0.10000";"2015.02.06 14:00:00";"118.750";"180.00";"10969.50";"IST";"PT";"-7.40";"180.00";"4d 16h 0m";""
"236";"USDJPY_M1";"Buy";"2015.02.06 16:00:00";"119.024";"0.10000";"2015.02.06 21:00:00";"118.842";"-18.20";"10951.30";"IST";"End Of Friday (Time)";"-21.20";"19.70";"5h 0m";""
"237";"USDJPY_M1";"Sell";"2015.02.08 22:00:00";"119.015";"0.10000";"2015.02.10 13:00:00";"119.365";"-35.00";"10916.30";"IST";"SL";"-35.00";"66.30";"1d 15h 0m";""
"238";"USDJPY_M1";"Buy";"2015.02.10 16:00:00";"119.288";"0.10000";"2015.02.12 08:00:00";"118.938";"-35.00";"10881.30";"IST";"SL";"-35.00";"118.80";"1d 16h 0m";""
"239";"USDJPY_M1";"Sell";"2015.02.12 09:00:00";"119.642";"0.10000";"2015.02.13 21:00:00";"118.807";"83.50";"10964.80";"IST";"End Of Friday (Time)";"-25.80";"121.20";"1d 12h 0m";""
"240";"USDJPY_M1";"Buy";"2015.02.16 08:00:00";"118.625";"0.10000";"2015.02.17 00:00:00";"118.275";"-35.00";"10929.80";"IST";"SL";"-35.00";"2.20";"16h 0m";""
"241";"USDJPY_M1";"Buy";"2015.02.17 01:00:00";"118.336";"0.10000";"2015.02.20 21:00:00";"119.069";"73.30";"11003.10";"IST";"End Of Friday (Time)";"-3.50";"107.90";"3d 20h 0m";""
"242";"USDJPY_M1";"Sell";"2015.02.23 03:00:00";"119.036";"0.10000";"2015.02.24 08:00:00";"119.386";"-35.00";"10968.10";"IST";"SL";"-35.00";"27.80";"1d 5h 0m";""
"243";"USDJPY_M1";"Sell";"2015.02.24 15:00:00";"119.703";"0.10000";"2015.02.27 21:00:00";"119.653";"5.00";"10973.10";"IST";"End Of Friday (Time)";"-11.50";"105.80";"3d 6h 0m";""
"244";"USDJPY_M1";"Sell";"2015.03.01 23:00:00";"119.686";"0.10000";"2015.03.02 15:00:00";"120.036";"-35.00";"10938.10";"IST";"SL";"-35.00";"0.30";"16h 0m";""
"245";"USDJPY_M1";"Sell";"2015.03.02 16:00:00";"120.122";"0.10000";"2015.03.06 13:00:00";"120.472";"-35.00";"10903.10";"IST";"SL";"-35.00";"72.30";"3d 21h 0m";""
"246";"USDJPY_M1";"Buy";"2015.03.06 16:00:00";"121.177";"0.10000";"2015.03.06 18:00:00";"120.827";"-35.00";"10868.10";"IST";"SL";"-35.00";"0.00";"2h 0m";""
"247";"USDJPY_M1";"Sell";"2015.03.08 21:00:00";"120.827";"0.10000";"2015.03.09 15:00:00";"121.177";"-35.00";"10833.10";"IST";"SL";"-35.00";"19.50";"18h 0m";""
"248";"USDJPY_M1";"Sell";"2015.03.10 07:00:00";"121.725";"0.10000";"2015.03.15 21:00:00";"121.368";"35.70";"10868.80";"IST";"End Of Friday";"-29.90";"105.10";"5d 14h 0m";""
"249";"USDJPY_M1";"Buy";"2015.03.16 17:00:00";"121.300";"0.10000";"2015.03.18 15:00:00";"120.950";"-35.00";"10833.80";"IST";"SL";"-35.00";"21.90";"1d 22h 0m";""
"250";"USDJPY_M1";"Buy";"2015.03.18 20:00:00";"120.085";"0.10000";"2015.03.19 00:00:00";"119.735";"-35.00";"10798.80";"IST";"SL";"-35.00";"21.50";"4h 0m";""
"251";"USDJPY_M1";"Buy";"2015.03.19 01:00:00";"119.774";"0.10000";"2015.03.22 21:00:00";"119.808";"3.40";"10802.20";"IST";"End Of Friday";"0.00";"142.70";"3d 20h 0m";""
"252";"USDJPY_M1";"Buy";"2015.03.23 01:00:00";"119.947";"0.10000";"2015.03.23 14:00:00";"119.597";"-35.00";"10767.20";"IST";"SL";"-35.00";"21.80";"13h 0m";""
"253";"USDJPY_M1";"Buy";"2015.03.23 15:00:00";"119.709";"0.10000";"2015.03.24 10:00:00";"119.359";"-35.00";"10732.20";"IST";"SL";"-35.00";"18.60";"19h 0m";""
"254";"USDJPY_M1";"Sell";"2015.03.24 15:00:00";"119.686";"0.10000";"2015.03.29 21:00:00";"119.233";"45.30";"10777.50";"IST";"End Of Friday";"-31.70";"133.80";"5d 6h 0m";""
"255";"USDJPY_M1";"Sell";"2015.03.29 23:00:00";"119.232";"0.10000";"2015.03.30 07:00:00";"119.582";"-35.00";"10742.50";"IST";"SL";"-35.00";"9.30";"8h 0m";""
"256";"USDJPY_M1";"Buy";"2015.03.30 09:00:00";"119.715";"0.10000";"2015.04.03 12:00:00";"119.365";"-35.00";"10707.50";"IST";"SL";"-35.00";"64.90";"4d 3h 0m";""
"257";"USDJPY_M1";"Sell";"2015.04.03 14:00:00";"118.860";"0.10000";"2015.04.05 21:00:00";"118.852";"0.80";"10708.30";"IST";"End Of Friday";"-19.90";"0.80";"2d 7h 0m";""
"258";"USDJPY_M1";"Buy";"2015.04.05 21:00:00";"118.852";"0.10000";"2015.04.09 18:00:00";"120.652";"180.00";"10888.30";"IST";"PT";"-5.40";"180.00";"3d 21h 0m";""
"259";"USDJPY_M1";"Sell";"2015.04.10 00:00:00";"120.558";"0.10000";"2015.04.12 21:00:00";"120.355";"20.30";"10908.60";"IST";"End Of Friday";"-8.10";"48.20";"2d 21h 0m";""
"260";"USDJPY_M1";"Buy";"2015.04.13 01:00:00";"120.214";"0.10000";"2015.04.13 12:00:00";"119.864";"-35.00";"10873.60";"IST";"SL";"-35.00";"63.00";"11h 0m";""
"261";"USDJPY_M1";"Sell";"2015.04.13 14:00:00";"120.152";"0.10000";"2015.04.19 21:00:00";"119.021";"113.10";"10986.70";"IST";"End Of Friday";"-29.60";"156.40";"6d 7h 0m";""
"262";"USDJPY_M1";"Buy";"2015.04.20 00:00:00";"118.863";"0.10000";"2015.04.26 21:00:00";"118.861";"-0.20";"10986.50";"IST";"End Of Friday";"-33.40";"123.00";"6d 21h 0m";""
"263";"USDJPY_M1";"Buy";"2015.04.26 23:00:00";"118.896";"0.10000";"2015.04.30 04:00:00";"118.546";"-35.00";"10951.50";"IST";"SL";"-35.00";"53.70";"3d 5h 0m";""
"264";"USDJPY_M1";"Sell";"2015.04.30 05:00:00";"118.636";"0.10000";"2015.04.30 07:00:00";"118.986";"-35.00";"10916.50";"IST";"SL";"-35.00";"11.90";"2h 0m";""
"265";"USDJPY_M1";"Buy";"2015.04.30 09:00:00";"118.909";"0.10000";"2015.05.03 21:00:00";"120.221";"131.20";"11047.70";"IST";"End Of Friday";"-9.90";"137.70";"3d 12h 0m";""
"266";"USDJPY_M1";"Sell";"2015.05.03 22:00:00";"120.223";"0.10000";"2015.05.10 21:00:00";"119.652";"57.10";"11104.80";"IST";"End Of Friday";"-30.20";"114.70";"6d 23h 0m";""
"267";"USDJPY_M1";"Sell";"2015.05.10 22:00:00";"119.753";"0.10000";"2015.05.11 15:00:00";"120.103";"-35.00";"11069.80";"IST";"SL";"-35.00";"1.50";"17h 0m";""
"268";"USDJPY_M1";"Sell";"2015.05.11 23:00:00";"120.135";"0.10000";"2015.05.17 21:00:00";"119.289";"84.60";"11154.40";"IST";"End Of Friday";"-16.10";"122.90";"5d 22h 0m";""
