"Ticket";"Symbol";"Type";"Open time";"Open price";"Size";"Close time";"Close price";"Profit/Loss";"Balance";"Sample type";"Close type";"MAE ($)";"MFE ($)";"Time in trade";"Comment"
"753";"USDJPY_M1";"Buy";"2017.10.10 15:00:00";"112.044";"0.10000";"2017.10.13 12:00:00";"111.694";"-35.00";"15505.90";"IST";"SL";"-35.00";"54.00";"2d 21h 0m";""
"754";"USDJPY_M1";"Buy";"2017.10.13 13:00:00";"111.831";"0.10000";"2017.10.15 21:00:00";"111.751";"-8.00";"15497.90";"IST";"End Of Friday";"-14.50";"14.80";"2d 8h 0m";""
"755";"USDJPY_M1";"Buy";"2017.10.15 21:00:00";"111.771";"0.10000";"2017.10.22 21:00:00";"113.571";"180.00";"15677.90";"IST";"PT";"-11.80";"180.00";"7d 0h 0m";""
"756";"USDJPY_M1";"Sell";"2017.10.22 22:00:00";"113.835";"0.10000";"2017.10.25 09:00:00";"114.185";"-35.00";"15642.90";"IST";"SL";"-35.00";"57.10";"2d 11h 0m";""
"757";"USDJPY_M1";"Sell";"2017.10.25 14:00:00";"113.882";"0.10000";"2017.10.27 01:00:00";"114.232";"-35.00";"15607.90";"IST";"SL";"-35.00";"52.10";"1d 11h 0m";""
"758";"USDJPY_M1";"Sell";"2017.10.27 05:00:00";"114.152";"0.10000";"2017.10.29 21:00:00";"113.738";"41.40";"15649.30";"IST";"End Of Friday";"-31.80";"48.80";"2d 16h 0m";""
"759";"USDJPY_M1";"Buy";"2017.10.30 04:00:00";"113.610";"0.10000";"2017.10.30 15:00:00";"113.260";"-35.00";"15614.30";"IST";"SL";"-35.00";"15.00";"11h 0m";""
"760";"USDJPY_M1";"Buy";"2017.10.30 23:00:00";"113.156";"0.10000";"2017.11.05 22:00:00";"114.002";"84.60";"15698.90";"IST";"End Of Friday";"-20.10";"127.10";"5d 23h 0m";""
"761";"USDJPY_M1";"Sell";"2017.11.05 22:00:00";"114.002";"0.10000";"2017.11.06 00:00:00";"114.352";"-35.00";"15663.90";"IST";"SL";"-35.00";"0.00";"2h 0m";""
"762";"USDJPY_M1";"Sell";"2017.11.06 01:00:00";"114.397";"0.10000";"2017.11.06 01:00:00";"114.747";"-35.00";"15628.90";"IST";"SL";"-35.00";"2.60";"0s";""
"763";"USDJPY_M1";"Buy";"2017.11.06 03:00:00";"114.334";"0.10000";"2017.11.06 11:00:00";"113.984";"-35.00";"15593.90";"IST";"SL";"-35.00";"9.50";"8h 0m";""
"764";"USDJPY_M1";"Sell";"2017.11.06 13:00:00";"114.126";"0.10000";"2017.11.10 21:00:00";"113.552";"57.40";"15651.30";"IST";"End Of Friday (Time)";"-23.30";"101.50";"4d 8h 0m";""
"765";"USDJPY_M1";"Sell";"2017.11.13 08:00:00";"113.456";"0.10000";"2017.11.14 08:00:00";"113.806";"-35.00";"15616.30";"IST";"SL";"-35.00";"19.20";"1d 0h 0m";""
"766";"USDJPY_M1";"Sell";"2017.11.14 13:00:00";"113.560";"0.10000";"2017.11.17 21:00:00";"112.103";"145.70";"15762.00";"IST";"End Of Friday (Time)";"-6.30";"159.50";"3d 8h 0m";""
"767";"USDJPY_M1";"Buy";"2017.11.19 22:00:00";"112.131";"0.10000";"2017.11.22 14:00:00";"111.781";"-35.00";"15727.00";"IST";"SL";"-35.00";"58.80";"2d 16h 0m";""
"768";"USDJPY_M1";"Buy";"2017.11.22 15:00:00";"111.821";"0.10000";"2017.11.22 19:00:00";"111.471";"-35.00";"15692.00";"IST";"SL";"-35.00";"3.60";"4h 0m";""
"769";"USDJPY_M1";"Buy";"2017.11.23 01:00:00";"111.146";"0.10000";"2017.11.24 21:00:00";"111.570";"42.40";"15734.40";"IST";"End Of Friday (Time)";"-4.10";"47.70";"1d 20h 0m";""
"770";"USDJPY_M1";"Sell";"2017.11.27 00:00:00";"111.661";"0.10000";"2017.11.29 13:00:00";"112.011";"-35.00";"15699.40";"IST";"SL";"-35.00";"80.00";"2d 13h 0m";""
"771";"USDJPY_M1";"Sell";"2017.11.29 19:00:00";"111.916";"0.10000";"2017.11.30 07:00:00";"112.266";"-35.00";"15664.40";"IST";"SL";"-35.00";"12.30";"12h 0m";""
"772";"USDJPY_M1";"Sell";"2017.11.30 16:00:00";"111.902";"0.10000";"2017.11.30 16:00:00";"112.252";"-35.00";"15629.40";"IST";"SL";"-35.00";"3.10";"0s";""
"773";"USDJPY_M1";"Sell";"2017.11.30 17:00:00";"112.292";"0.10000";"2017.11.30 18:00:00";"112.642";"-35.00";"15594.40";"IST";"SL";"-35.00";"0.00";"1h 0m";""
"774";"USDJPY_M1";"Buy";"2017.11.30 19:00:00";"112.574";"0.10000";"2017.12.01 16:00:00";"112.224";"-35.00";"15559.40";"IST";"SL";"-35.00";"29.90";"21h 0m";""
"775";"USDJPY_M1";"Sell";"2017.12.01 19:00:00";"112.160";"0.10000";"2017.12.01 21:00:00";"112.127";"3.30";"15562.70";"IST";"End Of Friday (Time)";"0.00";"14.10";"2h 0m";""
"776";"USDJPY_M1";"Sell";"2017.12.04 11:00:00";"112.937";"0.10000";"2017.12.08 01:00:00";"113.287";"-35.00";"15527.70";"IST";"SL";"-35.00";"92.40";"3d 14h 0m";""
"777";"USDJPY_M1";"Sell";"2017.12.08 06:00:00";"113.388";"0.10000";"2017.12.08 21:00:00";"113.509";"-12.10";"15515.60";"IST";"End Of Friday (Time)";"-22.10";"23.90";"15h 0m";""
"778";"USDJPY_M1";"Sell";"2017.12.10 22:00:00";"113.520";"0.10000";"2017.12.15 21:00:00";"112.601";"91.90";"15607.50";"IST";"End Of Friday (Time)";"-25.00";"147.00";"4d 23h 0m";""
"779";"USDJPY_M1";"Sell";"2017.12.18 01:00:00";"112.742";"0.10000";"2017.12.19 18:00:00";"113.092";"-35.00";"15572.50";"IST";"SL";"-35.00";"41.30";"1d 17h 0m";""
"780";"USDJPY_M1";"Sell";"2017.12.19 22:00:00";"112.883";"0.10000";"2017.12.20 12:00:00";"113.233";"-35.00";"15537.50";"IST";"SL";"-35.00";"2.50";"14h 0m";""
"781";"USDJPY_M1";"Sell";"2017.12.20 17:00:00";"113.293";"0.10000";"2017.12.21 08:00:00";"113.643";"-35.00";"15502.50";"IST";"SL";"-35.00";"7.40";"15h 0m";""
"782";"USDJPY_M1";"Sell";"2017.12.21 09:00:00";"113.520";"0.10000";"2017.12.22 21:00:00";"113.288";"23.20";"15525.70";"IST";"End Of Friday (Time)";"-7.40";"24.80";"1d 12h 0m";""
"783";"USDJPY_M1";"Buy";"2017.12.25 02:00:00";"113.338";"0.10000";"2017.12.28 04:00:00";"112.988";"-35.00";"15490.70";"IST";"SL";"-35.00";"4.10";"3d 2h 0m";""
"784";"USDJPY_M1";"Sell";"2017.12.28 05:00:00";"112.998";"0.10000";"2017.12.29 21:00:00";"112.700";"29.80";"15520.50";"IST";"End Of Friday (Time)";"-1.30";"50.60";"1d 16h 0m";""
"785";"USDJPY_M1";"Buy";"2018.01.01 22:00:00";"112.614";"0.10000";"2018.01.02 09:00:00";"112.264";"-35.00";"15485.50";"IST";"SL";"-35.00";"17.60";"11h 0m";""
"786";"USDJPY_M1";"Sell";"2018.01.02 11:00:00";"112.138";"0.10000";"2018.01.03 15:00:00";"112.488";"-35.00";"15450.50";"IST";"SL";"-35.00";"6.30";"1d 4h 0m";""
"787";"USDJPY_M1";"Buy";"2018.01.03 18:00:00";"112.352";"0.10000";"2018.01.05 21:00:00";"113.107";"75.50";"15526.00";"IST";"End Of Friday (Time)";"-5.40";"95.60";"2d 3h 0m";""
"788";"USDJPY_M1";"Sell";"2018.01.07 22:00:00";"113.131";"0.10000";"2018.01.10 10:00:00";"111.331";"180.00";"15706.00";"IST";"PT";"-27.50";"180.00";"2d 12h 0m";""
"789";"USDJPY_M1";"Buy";"2018.01.10 16:00:00";"111.367";"0.10000";"2018.01.12 09:00:00";"111.017";"-35.00";"15671.00";"IST";"SL";"-35.00";"50.80";"1d 17h 0m";""
"790";"USDJPY_M1";"Buy";"2018.01.12 10:00:00";"111.129";"0.10000";"2018.01.12 21:00:00";"111.038";"-9.10";"15661.90";"IST";"End Of Friday (Time)";"-21.60";"56.50";"11h 0m";""
"791";"USDJPY_M1";"Buy";"2018.01.15 01:00:00";"110.849";"0.10000";"2018.01.15 15:00:00";"110.499";"-35.00";"15626.90";"IST";"SL";"-35.00";"4.90";"14h 0m";""
"792";"USDJPY_M1";"Buy";"2018.01.15 17:00:00";"110.556";"0.10000";"2018.01.17 00:00:00";"110.206";"-35.00";"15591.90";"IST";"SL";"-35.00";"42.50";"1d 7h 0m";""
"793";"USDJPY_M1";"Buy";"2018.01.17 04:00:00";"110.657";"0.10000";"2018.01.19 21:00:00";"110.769";"11.20";"15603.10";"IST";"End Of Friday (Time)";"-16.60";"82.50";"2d 17h 0m";""
"794";"USDJPY_M1";"Buy";"2018.01.21 22:00:00";"110.596";"0.10000";"2018.01.23 22:00:00";"110.246";"-35.00";"15568.10";"IST";"SL";"-35.00";"62.70";"2d 0h 0m";""
"795";"USDJPY_M1";"Buy";"2018.01.23 23:00:00";"110.300";"0.10000";"2018.01.24 02:00:00";"109.950";"-35.00";"15533.10";"IST";"SL";"-35.00";"3.80";"3h 0m";""
"796";"USDJPY_M1";"Buy";"2018.01.24 03:00:00";"109.983";"0.10000";"2018.01.24 09:00:00";"109.633";"-35.00";"15498.10";"IST";"SL";"-35.00";"11.10";"6h 0m";""
"797";"USDJPY_M1";"Buy";"2018.01.24 10:00:00";"109.683";"0.10000";"2018.01.24 14:00:00";"109.333";"-35.00";"15463.10";"IST";"SL";"-35.00";"0.00";"4h 0m";""
"798";"USDJPY_M1";"Buy";"2018.01.24 16:00:00";"109.223";"0.10000";"2018.01.25 06:00:00";"108.873";"-35.00";"15428.10";"IST";"SL";"-35.00";"24.90";"14h 0m";""
"799";"USDJPY_M1";"Buy";"2018.01.25 09:00:00";"109.215";"0.10000";"2018.01.25 13:00:00";"108.865";"-35.00";"15393.10";"IST";"SL";"-35.00";"0.00";"4h 0m";""
"800";"USDJPY_M1";"Buy";"2018.01.25 14:00:00";"108.772";"0.10000";"2018.01.26 16:00:00";"108.422";"-35.00";"15358.10";"IST";"SL";"-35.00";"99.90";"1d 2h 0m";""
"801";"USDJPY_M1";"Sell";"2018.01.26 17:00:00";"108.386";"0.10000";"2018.01.26 19:00:00";"108.736";"-35.00";"15323.10";"IST";"SL";"-35.00";"8.30";"2h 0m";""
"802";"USDJPY_M1";"Buy";"2018.01.28 22:00:00";"108.719";"0.10000";"2018.02.02 21:00:00";"110.106";"138.70";"15461.80";"IST";"End Of Friday (Time)";"-30.70";"176.30";"4d 23h 0m";""
"803";"USDJPY_M1";"Sell";"2018.02.04 22:00:00";"110.195";"0.10000";"2018.02.09 17:00:00";"108.395";"180.00";"15641.80";"IST";"PT";"-11.40";"180.00";"4d 19h 0m";""
"804";"USDJPY_M1";"Buy";"2018.02.11 22:00:00";"108.877";"0.10000";"2018.02.12 08:00:00";"108.527";"-35.00";"15606.80";"IST";"SL";"-35.00";"1.20";"10h 0m";""
"805";"USDJPY_M1";"Buy";"2018.02.12 20:00:00";"108.694";"0.10000";"2018.02.13 04:00:00";"108.344";"-35.00";"15571.80";"IST";"SL";"-35.00";"8.50";"8h 0m";""
"806";"USDJPY_M1";"Buy";"2018.02.13 15:00:00";"107.647";"0.10000";"2018.02.14 02:00:00";"107.297";"-35.00";"15536.80";"IST";"SL";"-35.00";"25.40";"11h 0m";""
"807";"USDJPY_M1";"Buy";"2018.02.14 03:00:00";"107.234";"0.10000";"2018.02.14 03:00:00";"106.884";"-35.00";"15501.80";"IST";"SL";"-35.00";"0.00";"0s";""
"808";"USDJPY_M1";"Buy";"2018.02.14 10:00:00";"107.496";"0.10000";"2018.02.14 13:00:00";"107.146";"-35.00";"15466.80";"IST";"SL";"-35.00";"5.00";"3h 0m";""
"809";"USDJPY_M1";"Buy";"2018.02.14 17:00:00";"107.035";"0.10000";"2018.02.14 23:00:00";"106.685";"-35.00";"15431.80";"IST";"SL";"-35.00";"13.50";"6h 0m";""
"810";"USDJPY_M1";"Buy";"2018.02.15 00:00:00";"106.565";"0.10000";"2018.02.15 07:00:00";"106.215";"-35.00";"15396.80";"IST";"SL";"-35.00";"32.30";"7h 0m";""
"811";"USDJPY_M1";"Buy";"2018.02.15 08:00:00";"106.382";"0.10000";"2018.02.15 23:00:00";"106.032";"-35.00";"15361.80";"IST";"SL";"-35.00";"47.50";"15h 0m";""
"812";"USDJPY_M1";"Buy";"2018.02.16 03:00:00";"106.081";"0.10000";"2018.02.16 04:00:00";"105.731";"-35.00";"15326.80";"IST";"SL";"-35.00";"12.60";"1h 0m";""
"813";"USDJPY_M1";"Buy";"2018.02.16 10:00:00";"106.045";"0.10000";"2018.02.16 21:00:00";"106.301";"25.60";"15352.40";"IST";"End Of Friday (Time)";"-12.80";"35.30";"11h 0m";""
"814";"USDJPY_M1";"Sell";"2018.02.19 15:00:00";"106.667";"0.10000";"2018.02.20 07:00:00";"107.017";"-35.00";"15317.40";"IST";"SL";"-35.00";"15.30";"16h 0m";""
"815";"USDJPY_M1";"Sell";"2018.02.20 14:00:00";"107.321";"0.10000";"2018.02.21 01:00:00";"107.671";"-35.00";"15282.40";"IST";"SL";"-35.00";"23.10";"11h 0m";""
"816";"USDJPY_M1";"Sell";"2018.02.21 09:00:00";"107.558";"0.10000";"2018.02.21 20:00:00";"107.908";"-35.00";"15247.40";"IST";"SL";"-35.00";"25.20";"11h 0m";""
"817";"USDJPY_M1";"Buy";"2018.02.21 22:00:00";"107.792";"0.10000";"2018.02.22 00:00:00";"107.442";"-35.00";"15212.40";"IST";"SL";"-35.00";"0.00";"2h 0m";""
"818";"USDJPY_M1";"Sell";"2018.02.22 02:00:00";"107.259";"0.10000";"2018.02.22 07:00:00";"107.609";"-35.00";"15177.40";"IST";"SL";"-35.00";"0.40";"5h 0m";""
"819";"USDJPY_M1";"Buy";"2018.02.22 19:00:00";"106.846";"0.10000";"2018.02.23 21:00:00";"106.881";"3.50";"15180.90";"IST";"End Of Friday (Time)";"-33.40";"28.60";"1d 2h 0m";""
"820";"USDJPY_M1";"Buy";"2018.02.25 23:00:00";"107.071";"0.10000";"2018.02.26 01:00:00";"106.721";"-35.00";"15145.90";"IST";"SL";"-35.00";"4.20";"2h 0m";""
"821";"USDJPY_M1";"Sell";"2018.02.26 03:00:00";"106.497";"0.10000";"2018.02.26 13:00:00";"106.847";"-35.00";"15110.90";"IST";"SL";"-35.00";"10.20";"10h 0m";""
"822";"USDJPY_M1";"Sell";"2018.02.27 03:00:00";"106.955";"0.10000";"2018.02.27 15:00:00";"107.305";"-35.00";"15075.90";"IST";"SL";"-35.00";"13.30";"12h 0m";""
"823";"USDJPY_M1";"Sell";"2018.02.27 21:00:00";"107.366";"0.10000";"2018.03.02 10:00:00";"105.566";"180.00";"15255.90";"IST";"PT";"-18.00";"180.00";"2d 13h 0m";""
"824";"USDJPY_M1";"Buy";"2018.03.02 12:00:00";"105.447";"0.10000";"2018.03.02 21:00:00";"105.724";"27.70";"15283.60";"IST";"End Of Friday (Time)";"-19.70";"27.70";"9h 0m";""
"825";"USDJPY_M1";"Buy";"2018.03.04 22:00:00";"105.500";"0.10000";"2018.03.09 21:00:00";"106.812";"131.20";"15414.80";"IST";"End Of Friday (Time)";"-15.10";"154.90";"4d 23h 0m";""
"826";"USDJPY_M1";"Sell";"2018.03.11 21:00:00";"106.680";"0.10000";"2018.03.13 08:00:00";"107.030";"-35.00";"15379.80";"IST";"SL";"-35.00";"40.80";"1d 11h 0m";""
"827";"USDJPY_M1";"Buy";"2018.03.13 09:00:00";"106.945";"0.10000";"2018.03.13 15:00:00";"106.595";"-35.00";"15344.80";"IST";"SL";"-35.00";"34.60";"6h 0m";""
"828";"USDJPY_M1";"Sell";"2018.03.13 16:00:00";"106.629";"0.10000";"2018.03.18 21:00:00";"105.930";"69.90";"15414.70";"IST";"End Of Friday";"-13.90";"100.70";"5d 5h 0m";""
"829";"USDJPY_M1";"Buy";"2018.03.19 10:00:00";"106.018";"0.10000";"2018.03.22 00:00:00";"105.668";"-35.00";"15379.70";"IST";"SL";"-35.00";"62.10";"2d 14h 0m";""
"830";"USDJPY_M1";"Buy";"2018.03.22 07:00:00";"105.868";"0.10000";"2018.03.22 12:00:00";"105.518";"-35.00";"15344.70";"IST";"SL";"-35.00";"0.00";"5h 0m";""
"831";"USDJPY_M1";"Buy";"2018.03.22 14:00:00";"105.460";"0.10000";"2018.03.22 22:00:00";"105.110";"-35.00";"15309.70";"IST";"SL";"-35.00";"35.50";"8h 0m";""
"832";"USDJPY_M1";"Buy";"2018.03.23 07:00:00";"104.855";"0.10000";"2018.03.25 21:00:00";"104.639";"-21.60";"15288.10";"IST";"End Of Friday";"-21.60";"43.10";"2d 14h 0m";""
"833";"USDJPY_M1";"Buy";"2018.03.26 02:00:00";"105.002";"0.10000";"2018.03.28 17:00:00";"106.802";"180.00";"15468.10";"IST";"PT";"-14.90";"180.00";"2d 15h 0m";""
"834";"USDJPY_M1";"Sell";"2018.03.28 23:00:00";"106.820";"0.10000";"2018.04.01 21:00:00";"106.187";"63.30";"15531.40";"IST";"End Of Friday";"-13.20";"67.80";"3d 22h 0m";""
"835";"USDJPY_M1";"Buy";"2018.04.01 21:00:00";"106.187";"0.10000";"2018.04.02 17:00:00";"105.837";"-35.00";"15496.40";"IST";"SL";"-35.00";"26.10";"20h 0m";""
"836";"USDJPY_M1";"Sell";"2018.04.02 18:00:00";"105.666";"0.10000";"2018.04.03 05:00:00";"106.016";"-35.00";"15461.40";"IST";"SL";"-35.00";"0.00";"11h 0m";""
"837";"USDJPY_M1";"Buy";"2018.04.03 06:00:00";"106.006";"0.10000";"2018.04.08 21:00:00";"106.931";"92.50";"15553.90";"IST";"End Of Friday";"-24.80";"148.50";"5d 15h 0m";""
"838";"USDJPY_M1";"Buy";"2018.04.09 01:00:00";"106.907";"0.10000";"2018.04.15 21:00:00";"107.481";"57.40";"15611.30";"IST";"End Of Friday";"-29.10";"87.10";"6d 20h 0m";""
"839";"USDJPY_M1";"Sell";"2018.04.15 21:00:00";"107.481";"0.10000";"2018.04.20 14:00:00";"107.831";"-35.00";"15576.30";"IST";"SL";"-35.00";"57.80";"4d 17h 0m";""
"840";"USDJPY_M1";"Sell";"2018.04.20 17:00:00";"107.512";"0.10000";"2018.04.22 21:00:00";"107.785";"-27.30";"15549.00";"IST";"End Of Friday";"-27.30";"0.00";"2d 4h 0m";""
"841";"USDJPY_M1";"Sell";"2018.04.22 21:00:00";"107.765";"0.10000";"2018.04.23 09:00:00";"108.115";"-35.00";"15514.00";"IST";"SL";"-35.00";"8.60";"12h 0m";""
"842";"USDJPY_M1";"Sell";"2018.04.23 21:00:00";"108.699";"0.10000";"2018.04.24 12:00:00";"109.049";"-35.00";"15479.00";"IST";"SL";"-35.00";"0.90";"15h 0m";""
"843";"USDJPY_M1";"Sell";"2018.04.24 13:00:00";"108.996";"0.10000";"2018.04.25 14:00:00";"109.346";"-35.00";"15444.00";"IST";"SL";"-35.00";"43.40";"1d 1h 0m";""
"844";"USDJPY_M1";"Sell";"2018.04.25 16:00:00";"109.335";"0.10000";"2018.04.29 21:00:00";"109.077";"25.80";"15469.80";"IST";"End Of Friday";"-22.10";"35.10";"4d 5h 0m";""
"845";"USDJPY_M1";"Buy";"2018.04.30 01:00:00";"109.093";"0.10000";"2018.05.04 12:00:00";"108.743";"-35.00";"15434.80";"IST";"SL";"-35.00";"94.30";"4d 11h 0m";""
"846";"USDJPY_M1";"Buy";"2018.05.04 16:00:00";"109.187";"0.10000";"2018.05.06 21:00:00";"109.105";"-8.20";"15426.60";"IST";"End Of Friday";"-23.00";"1.50";"2d 5h 0m";""
"847";"USDJPY_M1";"Buy";"2018.05.06 22:00:00";"109.113";"0.10000";"2018.05.07 01:00:00";"108.763";"-35.00";"15391.60";"IST";"SL";"-35.00";"8.60";"3h 0m";""
"848";"USDJPY_M1";"Buy";"2018.05.07 02:00:00";"108.957";"0.10000";"2018.05.13 21:00:00";"109.308";"35.10";"15426.70";"IST";"End Of Friday";"-12.80";"106.00";"6d 19h 0m";""
"849";"USDJPY_M1";"Buy";"2018.05.14 01:00:00";"109.282";"0.10000";"2018.05.20 21:00:00";"110.867";"158.50";"15585.20";"IST";"End Of Friday";"-6.10";"179.90";"6d 20h 0m";""
"850";"USDJPY_M1";"Sell";"2018.05.21 11:00:00";"111.346";"0.10000";"2018.05.24 01:00:00";"109.546";"180.00";"15765.20";"IST";"PT";"-0.40";"180.00";"2d 14h 0m";""
"851";"USDJPY_M1";"Buy";"2018.05.24 09:00:00";"109.727";"0.10000";"2018.05.24 13:00:00";"109.377";"-35.00";"15730.20";"IST";"SL";"-35.00";"3.70";"4h 0m";""
"852";"USDJPY_M1";"Buy";"2018.05.24 14:00:00";"109.177";"0.10000";"2018.05.27 21:00:00";"109.744";"56.70";"15786.90";"IST";"End Of Friday";"-22.20";"56.70";"3d 7h 0m";""
"853";"USDJPY_M1";"Sell";"2018.05.28 03:00:00";"109.442";"0.10000";"2018.06.03 21:00:00";"109.475";"-3.30";"15783.60";"IST";"End Of Friday";"-31.10";"131.10";"6d 18h 0m";""
"854";"USDJPY_M1";"Sell";"2018.06.03 21:00:00";"109.455";"0.10000";"2018.06.04 19:00:00";"109.805";"-35.00";"15748.60";"IST";"SL";"-35.00";"6.30";"22h 0m";""
"855";"USDJPY_M1";"Sell";"2018.06.05 03:00:00";"109.885";"0.10000";"2018.06.06 11:00:00";"110.235";"-35.00";"15713.60";"IST";"SL";"-35.00";"39.30";"1d 8h 0m";""
"856";"USDJPY_M1";"Sell";"2018.06.06 15:00:00";"110.037";"0.10000";"2018.06.10 21:00:00";"109.294";"74.30";"15787.90";"IST";"End Of Friday";"-24.90";"81.90";"4d 6h 0m";""
"857";"USDJPY_M1";"Buy";"2018.06.10 21:00:00";"109.294";"0.10000";"2018.06.17 21:00:00";"110.659";"136.50";"15924.40";"IST";"End Of Friday";"0.00";"161.00";"7d 0h 0m";""
"858";"USDJPY_M1";"Sell";"2018.06.18 03:00:00";"110.427";"0.10000";"2018.06.24 21:00:00";"109.848";"57.90";"15982.30";"IST";"End Of Friday";"-34.90";"85.70";"6d 18h 0m";""
"859";"USDJPY_M1";"Buy";"2018.06.24 22:00:00";"109.921";"0.10000";"2018.06.25 01:00:00";"109.571";"-35.00";"15947.30";"IST";"SL";"-35.00";"2.80";"3h 0m";""
"860";"USDJPY_M1";"Buy";"2018.06.25 02:00:00";"109.523";"0.10000";"2018.07.01 21:00:00";"110.561";"103.80";"16051.10";"IST";"End Of Friday";"-15.60";"141.90";"6d 19h 0m";""
"861";"USDJPY_M1";"Sell";"2018.07.01 22:00:00";"110.657";"0.10000";"2018.07.02 01:00:00";"111.007";"-35.00";"16016.10";"IST";"SL";"-35.00";"0.00";"3h 0m";""
"862";"USDJPY_M1";"Sell";"2018.07.02 06:00:00";"110.692";"0.10000";"2018.07.03 01:00:00";"111.042";"-35.00";"15981.10";"IST";"SL";"-35.00";"6.90";"19h 0m";""
"863";"USDJPY_M1";"Sell";"2018.07.03 04:00:00";"110.844";"0.10000";"2018.07.08 21:00:00";"110.402";"44.20";"16025.30";"IST";"End Of Friday";"-29.20";"54.60";"5d 17h 0m";""
"864";"USDJPY_M1";"Buy";"2018.07.09 02:00:00";"110.441";"0.10000";"2018.07.12 01:00:00";"112.241";"180.00";"16205.30";"IST";"PT";"-5.60";"180.00";"2d 23h 0m";""
"865";"USDJPY_M1";"Sell";"2018.07.12 02:00:00";"112.244";"0.10000";"2018.07.12 10:00:00";"112.594";"-35.00";"16170.30";"IST";"SL";"-35.00";"5.70";"8h 0m";""
"866";"USDJPY_M1";"Sell";"2018.07.12 11:00:00";"112.604";"0.10000";"2018.07.15 21:00:00";"112.216";"38.80";"16209.10";"IST";"End Of Friday";"-21.60";"38.80";"3d 10h 0m";""
"867";"USDJPY_M1";"Buy";"2018.07.16 01:00:00";"112.498";"0.10000";"2018.07.19 17:00:00";"112.148";"-35.00";"16174.10";"IST";"SL";"-35.00";"67.50";"3d 16h 0m";""
"868";"USDJPY_M1";"Buy";"2018.07.19 18:00:00";"112.355";"0.10000";"2018.07.20 12:00:00";"112.005";"-35.00";"16139.10";"IST";"SL";"-35.00";"26.60";"18h 0m";""
"869";"USDJPY_M1";"Buy";"2018.07.20 13:00:00";"111.790";"0.10000";"2018.07.20 18:00:00";"111.440";"-35.00";"16104.10";"IST";"SL";"-35.00";"12.60";"5h 0m";""
"870";"USDJPY_M1";"Buy";"2018.07.23 05:00:00";"110.957";"0.10000";"2018.07.26 06:00:00";"110.607";"-35.00";"16069.10";"IST";"SL";"-35.00";"58.60";"3d 1h 0m";""
"871";"USDJPY_M1";"Buy";"2018.07.26 07:00:00";"110.695";"0.10000";"2018.07.29 21:00:00";"110.931";"23.60";"16092.70";"IST";"End Of Friday";"-4.40";"55.40";"3d 14h 0m";""
"872";"USDJPY_M1";"Buy";"2018.07.30 01:00:00";"111.039";"0.10000";"2018.08.05 21:00:00";"111.211";"17.20";"16109.90";"IST";"End Of Friday";"-28.90";"111.10";"6d 20h 0m";""
"873";"USDJPY_M1";"Buy";"2018.08.05 21:00:00";"111.231";"0.10000";"2018.08.08 07:00:00";"110.881";"-35.00";"16074.90";"IST";"SL";"-35.00";"29.50";"2d 10h 0m";""
"874";"USDJPY_M1";"Sell";"2018.08.08 10:00:00";"110.929";"0.10000";"2018.08.12 21:00:00";"110.445";"48.40";"16123.30";"IST";"End Of Friday";"-28.30";"48.40";"4d 11h 0m";""
"875";"USDJPY_M1";"Buy";"2018.08.12 22:00:00";"110.514";"0.10000";"2018.08.13 02:00:00";"110.164";"-35.00";"16088.30";"IST";"SL";"-35.00";"23.30";"4h 0m";""
"876";"USDJPY_M1";"Buy";"2018.08.13 08:00:00";"110.211";"0.10000";"2018.08.19 21:00:00";"110.582";"37.10";"16125.40";"IST";"End Of Friday";"0.00";"122.00";"6d 13h 0m";""
"877";"USDJPY_M1";"Buy";"2018.08.19 21:00:00";"110.602";"0.10000";"2018.08.20 17:00:00";"110.252";"-35.00";"16090.40";"IST";"SL";"-35.00";"8.20";"20h 0m";""
"878";"USDJPY_M1";"Buy";"2018.08.21 04:00:00";"110.147";"0.10000";"2018.08.26 21:00:00";"111.320";"117.30";"16207.70";"IST";"End Of Friday";"-14.20";"133.90";"5d 17h 0m";""
"879";"USDJPY_M1";"Sell";"2018.08.27 03:00:00";"111.028";"0.10000";"2018.08.29 12:00:00";"111.378";"-35.00";"16172.70";"IST";"SL";"-35.00";"5.80";"2d 9h 0m";""
"880";"USDJPY_M1";"Sell";"2018.08.29 20:00:00";"111.699";"0.10000";"2018.08.31 20:00:00";"111.085";"61.40";"16234.10";"IST";"EndTest";"-7.50";"99.50";"2d 0h 0m";""
